5.1745358,5.969716
4.938553,5.238154
-0.072019726,-10.300303
3.8968942,1.6901135
4.0985007,2.0375009
4.4469557,4.431891
-5.230257,-6.661952
0.96649003,-4.081406
-0.010994993,-2.9231145
4.2537494,2.3915384
10.482616,10.308546
9.3321705,8.858057
2.8375123,1.0127434
-7.2876053,-8.3926
7.0423803,6.26361
5.007015,3.4760313
3.230535,1.9268268
-0.8949924,-2.6743193
7.7470436,6.999196
2.9047976,0.5101016
0.7426441,-2.0722914
6.1531444,5.8557806
6.2870264,5.380534
6.8650956,7.1363974
0.9379583,-6.076989
2.1382139,0.8145731
-3.8619494,-4.004197
3.1181364,0.84492034
3.8559976,1.8386196
4.857766,3.363491
3.3090296,1.6156402
1.6351025,0.8469009
0.39957702,-5.033489
1.5171443,0.9709611
1.1501591,0.55209464
10.2819395,9.935431
-4.0753202,-5.3398223
-1.4676024,-5.0346637
6.914149,5.9860854
-5.2394953,-6.4987845
-3.9802976,-4.519699
-1.188281,-2.9831102
2.0688937,-1.3982033
11.697668,14.283433
0.71216035,-1.134191
2.0796568,1.1828427
-0.4248659,-1.5049756
6.0563135,4.924509
-3.61853,-7.571203
5.3345013,3.8483133
5.612132,5.6371455
6.907404,7.1378803
1.1273618,-1.4230027
-11.00503,-13.001425
4.296626,2.2776895
-1.6389083,-4.005602
2.3314223,-1.0320257
2.1040397,-1.7084087
-2.4831128,-4.313064
-3.0109046,-6.427245
1.1309744,-0.09705912
2.43755,1.6508977
5.0695076,3.610996
-7.943907,-8.957752
5.222909,4.5594687
8.845705,8.259919
5.172761,4.7417946
2.3688917,0.49234527
-6.4914274,-8.875747
4.648074,2.8437068
5.129834,3.9792023
5.2231884,3.7027688
4.880218,3.316946
4.9207296,3.382722
-4.5867105,-7.0206933
5.5279436,4.1026716
1.1327202,-1.8727615
5.142906,3.6248996
6.6814613,5.7883444
1.9476868,0.079115584
5.1909685,4.118391
-0.1479365,-3.6229248
-0.41313663,-4.343733
1.0607333,-2.8871732
4.2121773,3.202639
3.4379659,0.85330904
1.5241592,-1.0700316
2.540207,-0.7513773
4.0091047,3.1149518
2.3569336,-0.18809675
-1.4847476,-3.0931873
4.5023074,4.0904
1.7000569,0.6254414
-3.5918598,-4.372862
1.2564094,18.1502
2.0736525,0.73748696
-2.8077683,-3.0751538
4.4715633,3.8727155
0.64331067,-3.4931107
4.734015,3.7746797
3.1094651,1.2189307
12.929987,13.092052
4.4609003,2.5422347
6.0681224,5.1364493
-0.41756475,-5.5189257
1.0304523,-1.8411436
8.9695,8.671121
8.859738,9.291256
1.0478972,-0.8784162
5.7272773,10.230831
2.6090274,2.2151039
2.8544197,6.552511
3.8057976,5.6076884
1.1788957,-2.8175452
-0.3141922,-2.0087276
0.7644354,-1.8117915
3.801768,3.099639
9.303357,8.765432
6.332366,5.5491867
2.0248506,3.5585597
0.96887314,-1.7091192
-2.4099772,-5.7598763
-6.5448666,-9.2094
2.4991922,-1.0904865
4.44434,6.583765
-0.0018276752,-7.190999
-4.2400737,-6.279023
-14.130789,-15.391899
-4.5464554,-9.108132
-9.422303,-16.013159
